BNB/USDT >> NEO/BNB >>  NEO/USDT
BNB/USDT >> LTC/BNB >>  LTC/USDT
BNB/USDT >> QTUM/BNB >>  QTUM/USDT
BNB/USDT >> ADA/BNB >>  ADA/USDT
BNB/USDT >> XRP/BNB >>  XRP/USDT
BNB/USDT >> EOS/BNB >>  EOS/USDT
BNB/USDT >> BNB/TUSD >>  TUSD/USDT
BNB/USDT >> IOTA/BNB >>  IOTA/USDT
BNB/USDT >> XLM/BNB >>  XLM/USDT
BNB/USDT >> ONT/BNB >>  ONT/USDT
BNB/USDT >> TRX/BNB >>  TRX/USDT
BNB/USDT >> ETC/BNB >>  ETC/USDT
BNB/USDT >> ICX/BNB >>  ICX/USDT
BNB/USDT >> VEN/BNB >>  VEN/USDT
BNB/USDT >> NULS/BNB >>  NULS/USDT
BNB/USDT >> VET/BNB >>  VET/USDT
BNB/USDT >> BNB/PAX >>  PAX/USDT
BNB/USDT >> BNB/USDC >>  USDC/USDT
BNB/USDT >> LINK/BNB >>  LINK/USDT
BNB/USDT >> WAVES/BNB >>  WAVES/USDT
BNB/USDT >> BTT/BNB >>  BTT/USDT
BNB/USDT >> BNB/USDS >>  USDS/USDT
BNB/USDT >> ONG/BNB >>  ONG/USDT
BNB/USDT >> HOT/BNB >>  HOT/USDT
BNB/USDT >> ZIL/BNB >>  ZIL/USDT
BNB/USDT >> ZRX/BNB >>  ZRX/USDT
BNB/USDT >> FET/BNB >>  FET/USDT
BNB/USDT >> BAT/BNB >>  BAT/USDT
BNB/USDT >> XMR/BNB >>  XMR/USDT
BNB/USDT >> ZEC/BNB >>  ZEC/USDT
BNB/USDT >> CELR/BNB >>  CELR/USDT
BNB/USDT >> DASH/BNB >>  DASH/USDT
BNB/USDT >> NANO/BNB >>  NANO/USDT
BNB/USDT >> OMG/BNB >>  OMG/USDT
BNB/USDT >> THETA/BNB >>  THETA/USDT
BNB/USDT >> ENJ/BNB >>  ENJ/USDT
BNB/USDT >> MITH/BNB >>  MITH/USDT
BNB/USDT >> MATIC/BNB >>  MATIC/USDT
BNB/USDT >> ATOM/BNB >>  ATOM/USDT
BNB/USDT >> TFUEL/BNB >>  TFUEL/USDT
BNB/USDT >> ONE/BNB >>  ONE/USDT
BNB/USDT >> FTM/BNB >>  FTM/USDT
BNB/USDT >> ALGO/BNB >>  ALGO/USDT
BNB/USDT >> GTO/BNB >>  GTO/USDT
BNB/USDT >> ERD/BNB >>  ERD/USDT
BNB/USDT >> DOGE/BNB >>  DOGE/USDT
BNB/USDT >> DUSK/BNB >>  DUSK/USDT
BNB/USDT >> ANKR/BNB >>  ANKR/USDT
BNB/USDT >> WIN/BNB >>  WIN/USDT
BNB/USDT >> COS/BNB >>  COS/USDT
BNB/USDT >> COCOS/BNB >>  COCOS/USDT
BNB/USDT >> TOMO/BNB >>  TOMO/USDT
BNB/USDT >> PERL/BNB >>  PERL/USDT
BNB/USDT >> MFT/BNB >>  MFT/USDT
BNB/USDT >> STORM/BNB >>  STORM/USDT
BNB/USDT >> WAN/BNB >>  WAN/USDT
BNB/USDT >> FUN/BNB >>  FUN/USDT
BNB/USDT >> CVC/BNB >>  CVC/USDT
BNB/USDT >> CHZ/BNB >>  CHZ/USDT
BNB/USDT >> BAND/BNB >>  BAND/USDT
BNB/USDT >> BNB/BUSD >>  BUSD/USDT
BNB/USDT >> BEAM/BNB >>  BEAM/USDT
BNB/USDT >> XTZ/BNB >>  XTZ/USDT
BNB/USDT >> REN/BNB >>  REN/USDT
BNB/USDT >> HBAR/BNB >>  HBAR/USDT
BNB/USDT >> NKN/BNB >>  NKN/USDT
BNB/USDT >> STX/BNB >>  STX/USDT
BNB/USDT >> KAVA/BNB >>  KAVA/USDT
BNB/USDT >> ARPA/BNB >>  ARPA/USDT
BNB/USDT >> RLC/BNB >>  RLC/USDT
BNB/USDT >> MCO/BNB >>  MCO/USDT
BNB/USDT >> CTXC/BNB >>  CTXC/USDT
BNB/USDT >> BCH/BNB >>  BCH/USDT
BNB/USDT >> TROY/BNB >>  TROY/USDT
BNB/USDT >> VITE/BNB >>  VITE/USDT
BNB/USDT >> FTT/BNB >>  FTT/USDT
BNB/USDT >> BNB/TRY >>  USDT/TRY
BNB/USDT >> BNB/RUB >>  USDT/RUB
BNB/USDT >> BNB/EUR >>  EUR/USDT
BNB/USDT >> OGN/BNB >>  OGN/USDT
BNB/USDT >> DREP/BNB >>  DREP/USDT
BNB/USDT >> TCT/BNB >>  TCT/USDT
BNB/USDT >> WRX/BNB >>  WRX/USDT
BNB/USDT >> BTS/BNB >>  BTS/USDT
BNB/USDT >> LSK/BNB >>  LSK/USDT
BNB/USDT >> LTO/BNB >>  LTO/USDT
BNB/USDT >> STRAT/BNB >>  STRAT/USDT
BNB/USDT >> AION/BNB >>  AION/USDT
BNB/USDT >> MBL/BNB >>  MBL/USDT
BNB/USDT >> COTI/BNB >>  COTI/USDT
BNB/USDT >> STPT/BNB >>  STPT/USDT
BNB/USDT >> BNB/ZAR >>  USDT/ZAR
BNB/USDT >> WTC/BNB >>  WTC/USDT
BNB/USDT >> XZC/BNB >>  XZC/USDT
BNB/USDT >> SOL/BNB >>  SOL/USDT
BNB/USDT >> BNB/IDRT >>  USDT/IDRT
BNB/USDT >> CTSI/BNB >>  CTSI/USDT
BNB/USDT >> HIVE/BNB >>  HIVE/USDT
BNB/USDT >> CHR/BNB >>  CHR/USDT
BNB/USDT >> GXS/BNB >>  GXS/USDT
BNB/USDT >> ARDR/BNB >>  ARDR/USDT
BNB/USDT >> MDT/BNB >>  MDT/USDT
BNB/USDT >> KNC/BNB >>  KNC/USDT
BNB/USDT >> REP/BNB >>  REP/USDT
BNB/USDT >> LRC/BNB >>  LRC/USDT
BNB/USDT >> BNB/UAH >>  USDT/UAH
BNB/USDT >> COMP/BNB >>  COMP/USDT
BNB/USDT >> BNB/BIDR >>  USDT/BIDR
BNB/USDT >> BNB/BKRW >>  BKRW/USDT
BNB/USDT >> ZEN/BNB >>  ZEN/USDT
BNB/USDT >> SNX/BNB >>  SNX/USDT
BNB/USDT >> VTHO/BNB >>  VTHO/USDT
BNB/USDT >> BNB/GBP >>  GBP/USDT
BNB/USDT >> SXP/BNB >>  SXP/USDT
BNB/USDT >> MKR/BNB >>  MKR/USDT
BNB/USDT >> BNB/DAI >>  DAI/USDT
BNB/USDT >> DCR/BNB >>  DCR/USDT
BNB/USDT >> BNB/BKRW >>  USDT/BKRW
BNB/USDT >> MANA/BNB >>  MANA/USDT
BNB/USDT >> BNB/AUD >>  AUD/USDT
BNB/USDT >> YFI/BNB >>  YFI/USDT
BNB/USDT >> BAL/BNB >>  BAL/USDT
BNB/USDT >> BLZ/BNB >>  BLZ/USDT
BNB/USDT >> IRIS/BNB >>  IRIS/USDT
BNB/USDT >> BNB/DAI >>  USDT/DAI
BNB/USDT >> JST/BNB >>  JST/USDT
BNB/USDT >> SRM/BNB >>  SRM/USDT
BNB/USDT >> ANT/BNB >>  ANT/USDT
BNB/USDT >> CRV/BNB >>  CRV/USDT
BNB/USDT >> SAND/BNB >>  SAND/USDT
BNB/USDT >> OCEAN/BNB >>  OCEAN/USDT
BNB/USDT >> DOT/BNB >>  DOT/USDT
BNB/USDT >> LUNA/BNB >>  LUNA/USDT
BNB/USDT >> RSR/BNB >>  RSR/USDT
BNB/USDT >> PAXG/BNB >>  PAXG/USDT
BNB/USDT >> WNXM/BNB >>  WNXM/USDT
BNB/USDT >> TRB/BNB >>  TRB/USDT
BNB/USDT >> BZRX/BNB >>  BZRX/USDT
BNB/USDT >> SUSHI/BNB >>  SUSHI/USDT
BNB/USDT >> YFII/BNB >>  YFII/USDT
BNB/USDT >> KSM/BNB >>  KSM/USDT
BNB/USDT >> EGLD/BNB >>  EGLD/USDT
BNB/USDT >> DIA/BNB >>  DIA/USDT
BNB/USDT >> RUNE/BNB >>  RUNE/USDT
BNB/USDT >> FIO/BNB >>  FIO/USDT
BNB/USDT >> BNB/NGN >>  USDT/NGN
BNB/USDT >> BEL/BNB >>  BEL/USDT
BNB/USDT >> WING/BNB >>  WING/USDT
BNB/USDT >> UNI/BNB >>  UNI/USDT
BNB/USDT >> AVAX/BNB >>  AVAX/USDT
BNB/USDT >> FLM/BNB >>  FLM/USDT
BNB/USDT >> XVS/BNB >>  XVS/USDT
BNB/USDT >> ALPHA/BNB >>  ALPHA/USDT
BNB/USDT >> BNB/BRL >>  USDT/BRL
BNB/USDT >> AAVE/BNB >>  AAVE/USDT
BNB/USDT >> NEAR/BNB >>  NEAR/USDT
BNB/USDT >> FIL/BNB >>  FIL/USDT
BNB/USDT >> INJ/BNB >>  INJ/USDT
BNB/USDT >> CTK/BNB >>  CTK/USDT
BNB/USDT >> AXS/BNB >>  AXS/USDT
BNB/USDT >> HARD/BNB >>  HARD/USDT
BNB/USDT >> UNFI/BNB >>  UNFI/USDT
BNB/USDT >> ROSE/BNB >>  ROSE/USDT
BNB/USDT >> AVA/BNB >>  AVA/USDT
BNB/USDT >> XEM/BNB >>  XEM/USDT
BNB/USDT >> CAKE/BNB >>  CAKE/USDT
BNB/USDT >> ALICE/BNB >>  ALICE/USDT
BNB/USDT >> LINA/BNB >>  LINA/USDT
BNB/USDT >> TLM/BNB >>  TLM/USDT
BNB/USDT >> BAKE/BNB >>  BAKE/USDT
BNB/USDT >> BURGER/BNB >>  BURGER/USDT
BNB/USDT >> SLP/BNB >>  SLP/USDT
BNB/USDT >> ICP/BNB >>  ICP/USDT
BNB/USDT >> AR/BNB >>  AR/USDT
BNB/USDT >> POLS/BNB >>  POLS/USDT
BNB/USDT >> MDX/BNB >>  MDX/USDT
BNB/USDT >> MASK/BNB >>  MASK/USDT
BNB/USDT >> LPT/BNB >>  LPT/USDT
BNB/USDT >> NU/BNB >>  NU/USDT
BNB/USDT >> ATA/BNB >>  ATA/USDT
BNB/USDT >> GTC/BNB >>  GTC/USDT
BNB/USDT >> TORN/BNB >>  TORN/USDT
BNB/USDT >> KEEP/BNB >>  KEEP/USDT
BNB/USDT >> ERN/BNB >>  ERN/USDT
BNB/USDT >> KLAY/BNB >>  KLAY/USDT
BNB/USDT >> BOND/BNB >>  BOND/USDT
BNB/USDT >> MLN/BNB >>  MLN/USDT
BNB/USDT >> C98/BNB >>  C98/USDT
BNB/USDT >> CLV/BNB >>  CLV/USDT
BNB/USDT >> QNT/BNB >>  QNT/USDT
BNB/USDT >> FLOW/BNB >>  FLOW/USDT
BNB/USDT >> MINA/BNB >>  MINA/USDT
BNB/USDT >> RAY/BNB >>  RAY/USDT
BNB/USDT >> FARM/BNB >>  FARM/USDT
BNB/USDT >> ALPACA/BNB >>  ALPACA/USDT
BNB/USDT >> QUICK/BNB >>  QUICK/USDT
BNB/USDT >> MBOX/BNB >>  MBOX/USDT
BNB/USDT >> FOR/BNB >>  FOR/USDT
BNB/USDT >> WAXP/BNB >>  WAXP/USDT
BNB/USDT >> TRIBE/BNB >>  TRIBE/USDT
BNB/USDT >> GNO/BNB >>  GNO/USDT
BNB/USDT >> DYDX/BNB >>  DYDX/USDT
BNB/USDT >> POLY/BNB >>  POLY/USDT
BNB/USDT >> IDEX/BNB >>  IDEX/USDT
BNB/USDT >> BNB/USDP >>  USDP/USDT
BNB/USDT >> GALA/BNB >>  GALA/USDT
BNB/USDT >> ILV/BNB >>  ILV/USDT
BNB/USDT >> YGG/BNB >>  YGG/USDT
BNB/USDT >> SYS/BNB >>  SYS/USDT
BNB/USDT >> FIDA/BNB >>  FIDA/USDT
BNB/USDT >> AGLD/BNB >>  AGLD/USDT
BNB/USDT >> RAD/BNB >>  RAD/USDT
BNB/USDT >> BETA/BNB >>  BETA/USDT
BNB/USDT >> RARE/BNB >>  RARE/USDT
BNB/USDT >> CHESS/BNB >>  CHESS/USDT
BNB/USDT >> ADX/BNB >>  ADX/USDT
BNB/USDT >> DAR/BNB >>  DAR/USDT
BNB/USDT >> BNX/BNB >>  BNX/USDT
BNB/USDT >> RGT/BNB >>  RGT/USDT
BNB/USDT >> MOVR/BNB >>  MOVR/USDT
BNB/USDT >> CITY/BNB >>  CITY/USDT
BNB/USDT >> ENS/BNB >>  ENS/USDT
BNB/USDT >> KP3R/BNB >>  KP3R/USDT
BNB/USDT >> QI/BNB >>  QI/USDT
BNB/USDT >> POWR/BNB >>  POWR/USDT
BNB/USDT >> JASMY/BNB >>  JASMY/USDT
BNB/USDT >> AMP/BNB >>  AMP/USDT
BNB/USDT >> PLA/BNB >>  PLA/USDT
BNB/USDT >> MC/BNB >>  MC/USDT
BNB/USDT >> VOXEL/BNB >>  VOXEL/USDT
BNB/USDT >> HIGH/BNB >>  HIGH/USDT
BNB/USDT >> PEOPLE/BNB >>  PEOPLE/USDT
BNB/USDT >> OOKI/BNB >>  OOKI/USDT
BNB/USDT >> SPELL/BNB >>  SPELL/USDT
BNB/USDT >> BNB/UST >>  UST/USDT
BNB/USDT >> IMX/BNB >>  IMX/USDT
BNB/USDT >> GLMR/BNB >>  GLMR/USDT
BNB/USDT >> LOKA/BNB >>  LOKA/USDT
BNB/USDT >> API3/BNB >>  API3/USDT
BNB/USDT >> ANC/BNB >>  ANC/USDT
BNB/USDT >> WOO/BNB >>  WOO/USDT
BNB/USDT >> GMT/BNB >>  GMT/USDT
BNB/USDT >> APE/BNB >>  APE/USDT
BNB/USDT >> BSW/BNB >>  BSW/USDT
BNB/USDT >> BIFI/BNB >>  BIFI/USDT
BNB/USDT >> STEEM/BNB >>  STEEM/USDT
BNB/USDT >> REI/BNB >>  REI/USDT
BNB/USDT >> GAL/BNB >>  GAL/USDT
BNB/USDT >> OP/BNB >>  OP/USDT
BCC/USDT >> BCC/BTC >>  BTC/USDT
BCC/USDT >> BCC/ETH >>  ETH/USDT
BCC/USDT >> BCC/BNB >>  BNB/USDT
NEO/USDT >> NEO/BTC >>  BTC/USDT
NEO/USDT >> NEO/ETH >>  ETH/USDT
NEO/USDT >> NEO/BNB >>  BNB/USDT
NEO/USDT >> NEO/TUSD >>  TUSD/USDT
NEO/USDT >> NEO/PAX >>  PAX/USDT
NEO/USDT >> NEO/USDC >>  USDC/USDT
NEO/USDT >> NEO/BUSD >>  BUSD/USDT
NEO/USDT >> NEO/TRY >>  USDT/TRY
NEO/USDT >> NEO/RUB >>  USDT/RUB
LTC/USDT >> LTC/BTC >>  BTC/USDT
LTC/USDT >> LTC/ETH >>  ETH/USDT
LTC/USDT >> LTC/BNB >>  BNB/USDT
LTC/USDT >> LTC/TUSD >>  TUSD/USDT
LTC/USDT >> LTC/PAX >>  PAX/USDT
LTC/USDT >> LTC/USDC >>  USDC/USDT
LTC/USDT >> LTC/BUSD >>  BUSD/USDT
LTC/USDT >> LTC/RUB >>  USDT/RUB
LTC/USDT >> LTC/EUR >>  EUR/USDT
LTC/USDT >> LTC/UAH >>  USDT/UAH
LTC/USDT >> LTC/GBP >>  GBP/USDT
LTC/USDT >> LTC/NGN >>  USDT/NGN
LTC/USDT >> LTC/BRL >>  USDT/BRL
QTUM/USDT >> QTUM/BTC >>  BTC/USDT
QTUM/USDT >> QTUM/ETH >>  ETH/USDT
QTUM/USDT >> QTUM/BNB >>  BNB/USDT
QTUM/USDT >> QTUM/BUSD >>  BUSD/USDT
ADA/USDT >> ADA/BTC >>  BTC/USDT
ADA/USDT >> ADA/ETH >>  ETH/USDT
ADA/USDT >> ADA/BNB >>  BNB/USDT
ADA/USDT >> ADA/TUSD >>  TUSD/USDT
ADA/USDT >> ADA/PAX >>  PAX/USDT
ADA/USDT >> ADA/USDC >>  USDC/USDT
ADA/USDT >> ADA/BUSD >>  BUSD/USDT
ADA/USDT >> ADA/TRY >>  USDT/TRY
ADA/USDT >> ADA/RUB >>  USDT/RUB
ADA/USDT >> ADA/EUR >>  EUR/USDT
ADA/USDT >> ADA/BIDR >>  USDT/BIDR
ADA/USDT >> ADA/BKRW >>  BKRW/USDT
ADA/USDT >> ADA/GBP >>  GBP/USDT
ADA/USDT >> ADA/BKRW >>  USDT/BKRW
ADA/USDT >> ADA/AUD >>  AUD/USDT
ADA/USDT >> ADA/BRL >>  USDT/BRL
XRP/USDT >> XRP/BTC >>  BTC/USDT
XRP/USDT >> XRP/ETH >>  ETH/USDT
XRP/USDT >> XRP/BNB >>  BNB/USDT
XRP/USDT >> XRP/TUSD >>  TUSD/USDT
XRP/USDT >> TRX/XRP >>  TRX/USDT
XRP/USDT >> XRP/PAX >>  PAX/USDT
XRP/USDT >> XRP/USDC >>  USDC/USDT
XRP/USDT >> XRP/BUSD >>  BUSD/USDT
XRP/USDT >> XRP/TRY >>  USDT/TRY
XRP/USDT >> XRP/RUB >>  USDT/RUB
XRP/USDT >> XRP/EUR >>  EUR/USDT
XRP/USDT >> XZC/XRP >>  XZC/USDT
XRP/USDT >> XRP/BIDR >>  USDT/BIDR
XRP/USDT >> XRP/BKRW >>  BKRW/USDT
XRP/USDT >> XRP/GBP >>  GBP/USDT
XRP/USDT >> XRP/BKRW >>  USDT/BKRW
XRP/USDT >> XRP/AUD >>  AUD/USDT
XRP/USDT >> XRP/NGN >>  USDT/NGN
XRP/USDT >> XRP/BRL >>  USDT/BRL
EOS/USDT >> EOS/BTC >>  BTC/USDT
EOS/USDT >> EOS/ETH >>  ETH/USDT
EOS/USDT >> EOS/BNB >>  BNB/USDT
EOS/USDT >> EOS/TUSD >>  TUSD/USDT
EOS/USDT >> EOS/PAX >>  PAX/USDT
EOS/USDT >> EOS/USDC >>  USDC/USDT
EOS/USDT >> EOS/BUSD >>  BUSD/USDT
EOS/USDT >> EOS/TRY >>  USDT/TRY
EOS/USDT >> EOS/EUR >>  EUR/USDT
EOS/USDT >> EOS/AUD >>  AUD/USDT
TUSD/USDT >> TUSD/BTC >>  BTC/USDT
TUSD/USDT >> TUSD/ETH >>  ETH/USDT
TUSD/USDT >> TUSD/BNB >>  BNB/USDT
TUSD/USDT >> NEO/TUSD >>  NEO/USDT
TUSD/USDT >> LTC/TUSD >>  LTC/USDT
TUSD/USDT >> ADA/TUSD >>  ADA/USDT
TUSD/USDT >> XRP/TUSD >>  XRP/USDT
TUSD/USDT >> EOS/TUSD >>  EOS/USDT
TUSD/USDT >> XLM/TUSD >>  XLM/USDT
TUSD/USDT >> TRX/TUSD >>  TRX/USDT
TUSD/USDT >> ETC/TUSD >>  ETC/USDT
TUSD/USDT >> PAX/TUSD >>  PAX/USDT
TUSD/USDT >> BCHABC/TUSD >>  BCHABC/USDT
TUSD/USDT >> BCHSV/TUSD >>  BCHSV/USDT
TUSD/USDT >> USDC/TUSD >>  USDC/USDT
TUSD/USDT >> LINK/TUSD >>  LINK/USDT
TUSD/USDT >> WAVES/TUSD >>  WAVES/USDT
TUSD/USDT >> BTT/TUSD >>  BTT/USDT
TUSD/USDT >> USDS/TUSD >>  USDS/USDT
TUSD/USDT >> BAT/TUSD >>  BAT/USDT
TUSD/USDT >> ZEC/TUSD >>  ZEC/USDT
TUSD/USDT >> ATOM/TUSD >>  ATOM/USDT
TUSD/USDT >> TFUEL/TUSD >>  TFUEL/USDT
TUSD/USDT >> ONE/TUSD >>  ONE/USDT
TUSD/USDT >> FTM/TUSD >>  FTM/USDT
TUSD/USDT >> ALGO/TUSD >>  ALGO/USDT
TUSD/USDT >> GTO/TUSD >>  GTO/USDT
TUSD/USDT >> ANKR/TUSD >>  ANKR/USDT
TUSD/USDT >> TUSD/BUSD >>  BUSD/USDT
TUSD/USDT >> BCH/TUSD >>  BCH/USDT
IOTA/USDT >> IOTA/BTC >>  BTC/USDT
IOTA/USDT >> IOTA/ETH >>  ETH/USDT
IOTA/USDT >> IOTA/BNB >>  BNB/USDT
IOTA/USDT >> IOTA/BUSD >>  BUSD/USDT
XLM/USDT >> XLM/BTC >>  BTC/USDT
XLM/USDT >> XLM/ETH >>  ETH/USDT
XLM/USDT >> XLM/BNB >>  BNB/USDT
XLM/USDT >> XLM/TUSD >>  TUSD/USDT
XLM/USDT >> XLM/PAX >>  PAX/USDT
XLM/USDT >> XLM/USDC >>  USDC/USDT
XLM/USDT >> XLM/BUSD >>  BUSD/USDT
XLM/USDT >> XLM/TRY >>  USDT/TRY
XLM/USDT >> XLM/EUR >>  EUR/USDT
ONT/USDT >> ONT/BTC >>  BTC/USDT
ONT/USDT >> ONT/ETH >>  ETH/USDT
ONT/USDT >> ONT/BNB >>  BNB/USDT
ONT/USDT >> ONT/PAX >>  PAX/USDT
ONT/USDT >> ONT/USDC >>  USDC/USDT
ONT/USDT >> ONT/BUSD >>  BUSD/USDT
ONT/USDT >> ONT/TRY >>  USDT/TRY
TRX/USDT >> TRX/BTC >>  BTC/USDT
TRX/USDT >> TRX/ETH >>  ETH/USDT
TRX/USDT >> TRX/BNB >>  BNB/USDT
TRX/USDT >> TRX/XRP >>  XRP/USDT
TRX/USDT >> TRX/TUSD >>  TUSD/USDT
TRX/USDT >> TRX/PAX >>  PAX/USDT
TRX/USDT >> TRX/USDC >>  USDC/USDT
TRX/USDT >> BTT/TRX >>  BTT/USDT
TRX/USDT >> WIN/TRX >>  WIN/USDT
TRX/USDT >> TRX/BUSD >>  BUSD/USDT
TRX/USDT >> TRX/TRY >>  USDT/TRY
TRX/USDT >> TRX/EUR >>  EUR/USDT
TRX/USDT >> TRX/AUD >>  AUD/USDT
TRX/USDT >> TRX/NGN >>  USDT/NGN
ETC/USDT >> ETC/BTC >>  BTC/USDT
ETC/USDT >> ETC/ETH >>  ETH/USDT
ETC/USDT >> ETC/BNB >>  BNB/USDT
ETC/USDT >> ETC/TUSD >>  TUSD/USDT
ETC/USDT >> ETC/PAX >>  PAX/USDT
ETC/USDT >> ETC/USDC >>  USDC/USDT
ETC/USDT >> ETC/BUSD >>  BUSD/USDT
ETC/USDT >> ETC/TRY >>  USDT/TRY
ETC/USDT >> ETC/EUR >>  EUR/USDT
ETC/USDT >> ETC/GBP >>  GBP/USDT
ETC/USDT >> ETC/BRL >>  USDT/BRL
ICX/USDT >> ICX/BTC >>  BTC/USDT
ICX/USDT >> ICX/ETH >>  ETH/USDT
ICX/USDT >> ICX/BNB >>  BNB/USDT
ICX/USDT >> ICX/BUSD >>  BUSD/USDT
VEN/USDT >> VEN/BTC >>  BTC/USDT
VEN/USDT >> VEN/ETH >>  ETH/USDT
VEN/USDT >> VEN/BNB >>  BNB/USDT
NULS/USDT >> NULS/BTC >>  BTC/USDT
NULS/USDT >> NULS/ETH >>  ETH/USDT
NULS/USDT >> NULS/BNB >>  BNB/USDT
NULS/USDT >> NULS/BUSD >>  BUSD/USDT
VET/USDT >> VET/BTC >>  BTC/USDT
VET/USDT >> VET/ETH >>  ETH/USDT
VET/USDT >> VET/BNB >>  BNB/USDT
VET/USDT >> VET/BUSD >>  BUSD/USDT
VET/USDT >> VET/TRY >>  USDT/TRY
VET/USDT >> VET/EUR >>  EUR/USDT
VET/USDT >> VET/GBP >>  GBP/USDT
PAX/USDT >> PAX/BTC >>  BTC/USDT
PAX/USDT >> PAX/ETH >>  ETH/USDT
PAX/USDT >> PAX/BNB >>  BNB/USDT
PAX/USDT >> NEO/PAX >>  NEO/USDT
PAX/USDT >> LTC/PAX >>  LTC/USDT
PAX/USDT >> ADA/PAX >>  ADA/USDT
PAX/USDT >> XRP/PAX >>  XRP/USDT
PAX/USDT >> EOS/PAX >>  EOS/USDT
PAX/USDT >> PAX/TUSD >>  TUSD/USDT
PAX/USDT >> XLM/PAX >>  XLM/USDT
PAX/USDT >> ONT/PAX >>  ONT/USDT
PAX/USDT >> TRX/PAX >>  TRX/USDT
PAX/USDT >> ETC/PAX >>  ETC/USDT
PAX/USDT >> BCHABC/PAX >>  BCHABC/USDT
PAX/USDT >> BCHSV/PAX >>  BCHSV/USDT
PAX/USDT >> USDC/PAX >>  USDC/USDT
PAX/USDT >> LINK/PAX >>  LINK/USDT
PAX/USDT >> WAVES/PAX >>  WAVES/USDT
PAX/USDT >> BTT/PAX >>  BTT/USDT
PAX/USDT >> USDS/PAX >>  USDS/USDT
PAX/USDT >> BAT/PAX >>  BAT/USDT
PAX/USDT >> ZEC/PAX >>  ZEC/USDT
PAX/USDT >> ATOM/PAX >>  ATOM/USDT
PAX/USDT >> TFUEL/PAX >>  TFUEL/USDT
PAX/USDT >> ONE/PAX >>  ONE/USDT
PAX/USDT >> FTM/PAX >>  FTM/USDT
PAX/USDT >> ALGO/PAX >>  ALGO/USDT
PAX/USDT >> GTO/PAX >>  GTO/USDT
PAX/USDT >> ERD/PAX >>  ERD/USDT
PAX/USDT >> DOGE/PAX >>  DOGE/USDT
PAX/USDT >> DUSK/PAX >>  DUSK/USDT
PAX/USDT >> ANKR/PAX >>  ANKR/USDT
PAX/USDT >> PAX/BUSD >>  BUSD/USDT
PAX/USDT >> BCH/PAX >>  BCH/USDT
BCHABC/USDT >> BCHABC/BTC >>  BTC/USDT
BCHABC/USDT >> BCHABC/TUSD >>  TUSD/USDT
BCHABC/USDT >> BCHABC/PAX >>  PAX/USDT
BCHABC/USDT >> BCHABC/USDC >>  USDC/USDT
BCHABC/USDT >> BCHABC/BUSD >>  BUSD/USDT
BCHSV/USDT >> BCHSV/BTC >>  BTC/USDT
BCHSV/USDT >> BCHSV/TUSD >>  TUSD/USDT
BCHSV/USDT >> BCHSV/PAX >>  PAX/USDT
BCHSV/USDT >> BCHSV/USDC >>  USDC/USDT
USDC/USDT >> BTC/USDC >>  BTC/USDT
USDC/USDT >> ETH/USDC >>  ETH/USDT
USDC/USDT >> USDC/BNB >>  BNB/USDT
USDC/USDT >> NEO/USDC >>  NEO/USDT
USDC/USDT >> LTC/USDC >>  LTC/USDT
USDC/USDT >> ADA/USDC >>  ADA/USDT
USDC/USDT >> XRP/USDC >>  XRP/USDT
USDC/USDT >> EOS/USDC >>  EOS/USDT
USDC/USDT >> USDC/TUSD >>  TUSD/USDT
USDC/USDT >> XLM/USDC >>  XLM/USDT
USDC/USDT >> ONT/USDC >>  ONT/USDT
USDC/USDT >> TRX/USDC >>  TRX/USDT
USDC/USDT >> ETC/USDC >>  ETC/USDT
USDC/USDT >> USDC/PAX >>  PAX/USDT
USDC/USDT >> BCHABC/USDC >>  BCHABC/USDT
USDC/USDT >> BCHSV/USDC >>  BCHSV/USDT
USDC/USDT >> LINK/USDC >>  LINK/USDT
USDC/USDT >> WAVES/USDC >>  WAVES/USDT
USDC/USDT >> BTT/USDC >>  BTT/USDT
USDC/USDT >> USDS/USDC >>  USDS/USDT
USDC/USDT >> BAT/USDC >>  BAT/USDT
USDC/USDT >> ZEC/USDC >>  ZEC/USDT
USDC/USDT >> ATOM/USDC >>  ATOM/USDT
USDC/USDT >> TFUEL/USDC >>  TFUEL/USDT
USDC/USDT >> ONE/USDC >>  ONE/USDT
USDC/USDT >> FTM/USDC >>  FTM/USDT
USDC/USDT >> ALGO/USDC >>  ALGO/USDT
USDC/USDT >> GTO/USDC >>  GTO/USDT
USDC/USDT >> ERD/USDC >>  ERD/USDT
USDC/USDT >> DOGE/USDC >>  DOGE/USDT
USDC/USDT >> DUSK/USDC >>  DUSK/USDT
USDC/USDT >> ANKR/USDC >>  ANKR/USDT
USDC/USDT >> WIN/USDC >>  WIN/USDT
USDC/USDT >> NPXS/USDC >>  NPXS/USDT
USDC/USDT >> TOMO/USDC >>  TOMO/USDT
USDC/USDT >> PERL/USDC >>  PERL/USDT
USDC/USDT >> USDC/BUSD >>  BUSD/USDT
USDC/USDT >> BCH/USDC >>  BCH/USDT
USDC/USDT >> SOL/USDC >>  SOL/USDT
USDC/USDT >> AUD/USDC >>  AUD/USDT
USDC/USDT >> BTTC/USDC >>  BTTC/USDT
LINK/USDT >> LINK/BTC >>  BTC/USDT
LINK/USDT >> LINK/ETH >>  ETH/USDT
LINK/USDT >> LINK/BNB >>  BNB/USDT
